cbsa_code,cbsa_name,metro_micro,city_name,state_fips,place_fips
39940,"Rexburg, ID",micropolitan,Rexburg,16,67420
39980,"Richmond, IN",micropolitan,Richmond,18,64260
40060,"Richmond, VA",metropolitan,Richmond,51,67000
40080,"Richmond-Berea, KY",micropolitan,Berea,21,5842
40080,"Richmond-Berea, KY",micropolitan,Richmond,21,65226
40100,"Rio Grande City, TX",micropolitan,Rio Grande City,48,62168
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,Chino,6,13210
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,Corona,6,16350
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,Ontario,6,53896
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,Redlands,6,59962
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,Riverside,6,62000
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,San Bernardino,6,65000
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,Temecula,6,78120
40140,"Riverside-San Bernardino-Ontario, CA",metropolitan,Victorville,6,82590
40180,"Riverton, WY",micropolitan,Riverton,56,66220
40220,"Roanoke, VA",metropolitan,Roanoke,51,68000
40260,"Roanoke Rapids, NC",micropolitan,Roanoke Rapids,37,56900
40300,"Rochelle, IL",micropolitan,Rochelle,17,64746
40340,"Rochester, MN",metropolitan,Rochester,27,54880
40380,"Rochester, NY",metropolitan,Rochester,36,63000
40420,"Rockford, IL",metropolitan,Rockford,17,65000
40460,"Rockingham, NC",micropolitan,Rockingham,37,57260
40540,"Rock Springs, WY",micropolitan,Rock Springs,56,67235
40580,"Rocky Mount, NC",metropolitan,Rocky Mount,37,57500
40620,"Rolla, MO",micropolitan,Rolla,29,62912
40660,"Rome, GA",metropolitan,Rome,13,66668
40700,"Roseburg, OR",micropolitan,Roseburg,41,63650
40740,"Roswell, NM",micropolitan,Roswell,35,64930
40780,"Russellville, AR",micropolitan,Russellville,5,61670
40820,"Ruston, LA",micropolitan,Ruston,22,66655
40860,"Rutland, VT",micropolitan,Rutland,50,61225
40900,"Sacramento--Roseville--Arden-Arcade, CA",metropolitan,Arden-Arcade,6,2553
40900,"Sacramento--Roseville--Arden-Arcade, CA",metropolitan,Folsom,6,24638
40900,"Sacramento--Roseville--Arden-Arcade, CA",metropolitan,Rancho Cordova,6,59444
40900,"Sacramento--Roseville--Arden-Arcade, CA",metropolitan,Roseville,6,62938
40900,"Sacramento--Roseville--Arden-Arcade, CA",metropolitan,Sacramento,6,64000
40940,"Safford, AZ",micropolitan,Safford,4,62000
40980,"Saginaw, MI",metropolitan,Saginaw,26,70520
41060,"St. Cloud, MN",metropolitan,St. Cloud,27,56896
41100,"St. George, UT",metropolitan,St. George,49,65330
41140,"St. Joseph, MO-KS",metropolitan,St. Joseph,29,64550
41180,"St. Louis, MO-IL",metropolitan,St. Charles,29,64082
41180,"St. Louis, MO-IL",metropolitan,St. Louis,29,65000
41220,"St. Marys, GA",micropolitan,St. Marys,13,67984
41400,"Salem, OH",micropolitan,Salem,39,69834
41420,"Salem, OR",metropolitan,Salem,41,64900
41460,"Salina, KS",micropolitan,Salina,20,62700
41500,"Salinas, CA",metropolitan,Salinas,6,64224
41540,"Salisbury, MD-DE",metropolitan,Salisbury,24,69925
41620,"Salt Lake City, UT",metropolitan,Salt Lake City,49,67000
41660,"San Angelo, TX",metropolitan,San Angelo,48,64472
41700,"San Antonio-New Braunfels, TX",metropolitan,New Braunfels,48,50820
41700,"San Antonio-New Braunfels, TX",metropolitan,San Antonio,48,65000
41740,"San Diego-Carlsbad, CA",metropolitan,Carlsbad,6,11194
41740,"San Diego-Carlsbad, CA",metropolitan,San Diego,6,66000
41760,"Sandpoint, ID",micropolitan,Sandpoint,16,72100
41780,"Sandusky, OH",micropolitan,Sandusky,39,70380
41820,"Sanford, NC",micropolitan,Sanford,37,59280
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,Berkeley,6,6000
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,Hayward,6,33000
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,Oakland,6,53000
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,Pleasanton,6,57792
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,Redwood City,6,60102
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,San Francisco,6,67000
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,San Leandro,6,68084
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,San Rafael,6,68364
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,San Ramon,6,68378
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,South San Francisco,6,73262
41860,"San Francisco-Oakland-Hayward, CA",metropolitan,Walnut Creek,6,83346
41900,"San Germán, PR",metropolitan,San Germán,72,76167
41940,"San Jose-Sunnyvale-Santa Clara, CA",metropolitan,Cupertino,6,17610
41940,"San Jose-Sunnyvale-Santa Clara, CA",metropolitan,Milpitas,6,47766
41940,"San Jose-Sunnyvale-Santa Clara, CA",metropolitan,Mountain View,6,49670
41940,"San Jose-Sunnyvale-Santa Clara, CA",metropolitan,Palo Alto,6,55282
41940,"San Jose-Sunnyvale-Santa Clara, CA",metropolitan,San Jose,6,68000
41940,"San Jose-Sunnyvale-Santa Clara, CA",metropolitan,Santa Clara,6,69084
41940,"San Jose-Sunnyvale-Santa Clara, CA",metropolitan,Sunnyvale,6,77000
41980,"San Juan-Carolina-Caguas, PR",metropolitan,Caguas,72,10334
41980,"San Juan-Carolina-Caguas, PR",metropolitan,Carolina,72,14290
41980,"San Juan-Carolina-Caguas, PR",metropolitan,Guaynabo,72,32522
41980,"San Juan-Carolina-Caguas, PR",metropolitan,San Juan,72,76770
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",metropolitan,Arroyo Grande,6,2868
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",metropolitan,El Paso de Robles (Paso Robles),6,22300
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",metropolitan,San Luis Obispo,6,68154
42100,"Santa Cruz-Watsonville, CA",metropolitan,Santa Cruz,6,69112
42100,"Santa Cruz-Watsonville, CA",metropolitan,Watsonville,6,83668
42140,"Santa Fe, NM",metropolitan,Santa Fe,35,70500
42180,"Santa Isabel, PR",micropolitan,Santa Isabel,72,78145
42200,"Santa Maria-Santa Barbara, CA",metropolitan,Santa Barbara,6,69070
42200,"Santa Maria-Santa Barbara, CA",metropolitan,Santa Maria,6,69196
42220,"Santa Rosa, CA",metropolitan,Santa Rosa,6,70098
42300,"Sault Ste. Marie, MI",micropolitan,Sault Ste. Marie,26,71740
42340,"Savannah, GA",metropolitan,Savannah,13,69000
42380,"Sayre, PA",micropolitan,Sayre,42,68096
42420,"Scottsbluff, NE",micropolitan,Scottsbluff,31,44245
42460,"Scottsboro, AL",micropolitan,Scottsboro,1,68736
42540,"Scranton--Wilkes-Barre--Hazleton, PA",metropolitan,Hazleton,42,33408
42540,"Scranton--Wilkes-Barre--Hazleton, PA",metropolitan,Scranton,42,69000
42540,"Scranton--Wilkes-Barre--Hazleton, PA",metropolitan,Wilkes-Barre,42,85152
42620,"Searcy, AR",micropolitan,Searcy,5,63020
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Auburn,53,3180
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Bellevue,53,5210
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Everett,53,22640
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Kent,53,35415
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Lakewood,53,38038
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Redmond,53,57535
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Renton,53,57745
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Seattle,53,63000
42660,"Seattle-Tacoma-Bellevue, WA",metropolitan,Tacoma,53,70000
42680,"Sebastian-Vero Beach, FL",metropolitan,Sebastian,12,64825
42680,"Sebastian-Vero Beach, FL",metropolitan,Vero Beach,12,74150
42700,"Sebring, FL",metropolitan,Sebring,12,64875
42740,"Sedalia, MO",micropolitan,Sedalia,29,66440
42780,"Selinsgrove, PA",micropolitan,Selinsgrove,42,69216
42820,"Selma, AL",micropolitan,Selma,1,69120
42860,"Seneca, SC",micropolitan,Seneca,45,65095
42900,"Seneca Falls, NY",micropolitan,Seneca Falls,36,66322
42940,"Sevierville, TN",micropolitan,Sevierville,47,67120
42980,"Seymour, IN",micropolitan,Seymour,18,68832
43020,"Shawano, WI",micropolitan,Shawano,55,72925
43060,"Shawnee, OK",micropolitan,Shawnee,40,66800
43100,"Sheboygan, WI",metropolitan,Sheboygan,55,72975
43140,"Shelby, NC",micropolitan,Shelby,37,61200
43180,"Shelbyville, TN",micropolitan,Shelbyville,47,67760
43220,"Shelton, WA",micropolitan,Shelton,53,63735
43260,"Sheridan, WY",micropolitan,Sheridan,56,69845
43300,"Sherman-Denison, TX",metropolitan,Denison,48,19900
43300,"Sherman-Denison, TX",metropolitan,Sherman,48,67496
43320,"Show Low, AZ",micropolitan,Show Low,4,66470
43340,"Shreveport-Bossier City, LA",metropolitan,Bossier City,22,8920
43340,"Shreveport-Bossier City, LA",metropolitan,Shreveport,22,70000
43380,"Sidney, OH",micropolitan,Sidney,39,72424
43420,"Sierra Vista-Douglas, AZ",metropolitan,Douglas,4,20050
43420,"Sierra Vista-Douglas, AZ",metropolitan,Sierra Vista,4,66820
43460,"Sikeston, MO",micropolitan,Sikeston,29,67790
43500,"Silver City, NM",micropolitan,Silver City,35,73260
43580,"Sioux City, IA-NE-SD",metropolitan,Sioux City,19,73335
43620,"Sioux Falls, SD",metropolitan,Sioux Falls,46,59020
43660,"Snyder, TX",micropolitan,Snyder,48,68624
43700,"Somerset, KY",micropolitan,Somerset,21,71688
43740,"Somerset, PA",micropolitan,Somerset,42,71776
43760,"Sonora, CA",micropolitan,Sonora,6,72674
43780,"South Bend-Mishawaka, IN-MI",metropolitan,Mishawaka,18,49932
43780,"South Bend-Mishawaka, IN-MI",metropolitan,South Bend,18,71000
43900,"Spartanburg, SC",metropolitan,Spartanburg,45,68290
43940,"Spearfish, SD",micropolitan,Spearfish,46,60020
43980,"Spencer, IA",micropolitan,Spencer,19,74280
44020,"Spirit Lake, IA",micropolitan,Spirit Lake,19,74415
44060,"Spokane-Spokane Valley, WA",metropolitan,Spokane,53,67000
44060,"Spokane-Spokane Valley, WA",metropolitan,Spokane Valley,53,67167
44100,"Springfield, IL",metropolitan,Springfield,17,72000
44140,"Springfield, MA",metropolitan,Springfield,25,67000
44180,"Springfield, MO",metropolitan,Springfield,29,70000
44220,"Springfield, OH",metropolitan,Springfield,39,74118
44260,"Starkville, MS",micropolitan,Starkville,28,70240
44300,"State College, PA",metropolitan,State College,42,73808
44340,"Statesboro, GA",micropolitan,Statesboro,13,73256
44420,"Staunton-Waynesboro, VA",metropolitan,Staunton,51,75216
44420,"Staunton-Waynesboro, VA",metropolitan,Waynesboro,51,83680
44460,"Steamboat Springs, CO",micropolitan,Steamboat Springs,8,73825
44500,"Stephenville, TX",micropolitan,Stephenville,48,70208
44540,"Sterling, CO",micropolitan,Sterling,8,73935
44580,"Sterling, IL",micropolitan,Sterling,17,72546
44620,"Stevens Point, WI",micropolitan,Stevens Point,55,77200
44660,"Stillwater, OK",micropolitan,Stillwater,40,70300
44700,"Stockton-Lodi, CA",metropolitan,Lodi,6,42202
44700,"Stockton-Lodi, CA",metropolitan,Stockton,6,75000
44740,"Storm Lake, IA",micropolitan,Storm Lake,19,75630
44780,"Sturgis, MI",micropolitan,Sturgis,26,76960
44860,"Sulphur Springs, TX",micropolitan,Sulphur Springs,48,70904
44900,"Summerville, GA",micropolitan,Summerville,13,74376
44920,"Summit Park, UT",micropolitan,Summit Park,49,74095
44940,"Sumter, SC",metropolitan,Sumter,45,70405
44980,"Sunbury, PA",micropolitan,Sunbury,42,75304
45000,"Susanville, CA",micropolitan,Susanville,6,77364
45020,"Sweetwater, TX",micropolitan,Sweetwater,48,71540
45060,"Syracuse, NY",metropolitan,Syracuse,36,73000
45140,"Tahlequah, OK",micropolitan,Tahlequah,40,72100
45180,"Talladega-Sylacauga, AL",micropolitan,Sylacauga,1,74352
45180,"Talladega-Sylacauga, AL",micropolitan,Talladega,1,74592
45220,"Tallahassee, FL",metropolitan,Tallahassee,12,70600
45300,"Tampa-St. Petersburg-Clearwater, FL",metropolitan,Clearwater,12,12875
45300,"Tampa-St. Petersburg-Clearwater, FL",metropolitan,Largo,12,39425
45300,"Tampa-St. Petersburg-Clearwater, FL",metropolitan,St. Petersburg,12,63000
45300,"Tampa-St. Petersburg-Clearwater, FL",metropolitan,Tampa,12,71000
45340,"Taos, NM",micropolitan,Taos,35,76200
45380,"Taylorville, IL",micropolitan,Taylorville,17,74574
45460,"Terre Haute, IN",metropolitan,Terre Haute,18,75428
45500,"Texarkana, TX-AR",metropolitan,Texarkana,48,72368
45520,"The Dalles, OR",micropolitan,The Dalles,41,72950
45540,"The Villages, FL",metropolitan,The Villages,12,71625
45580,"Thomaston, GA",micropolitan,Thomaston,13,76168
45620,"Thomasville, GA",micropolitan,Thomasville,13,76224
45660,"Tiffin, OH",micropolitan,Tiffin,39,76778
45700,"Tifton, GA",micropolitan,Tifton,13,76476
45740,"Toccoa, GA",micropolitan,Toccoa,13,76756
45780,"Toledo, OH",metropolitan,Toledo,39,77000
45820,"Topeka, KS",metropolitan,Topeka,20,71000
45860,"Torrington, CT",micropolitan,Torrington,9,76500
45900,"Traverse City, MI",micropolitan,Traverse City,26,80340
45940,"Trenton, NJ",metropolitan,Trenton,34,74000
45980,"Troy, AL",micropolitan,Troy,1,76920
46020,"Truckee-Grass Valley, CA",micropolitan,Grass Valley,6,30798
46020,"Truckee-Grass Valley, CA",micropolitan,Truckee,6,80588
46060,"Tucson, AZ",metropolitan,Tucson,4,77000
46100,"Tullahoma-Manchester, TN",micropolitan,Manchester,47,45500
46100,"Tullahoma-Manchester, TN",micropolitan,Tullahoma,47,75320
46140,"Tulsa, OK",metropolitan,Tulsa,40,75000
46180,"Tupelo, MS",micropolitan,Tupelo,28,74840
46220,"Tuscaloosa, AL",metropolitan,Tuscaloosa,1,77256
46300,"Twin Falls, ID",micropolitan,Twin Falls,16,82810
46340,"Tyler, TX",metropolitan,Tyler,48,74144
46380,"Ukiah, CA",micropolitan,Ukiah,6,81134
46460,"Union City, TN-KY",micropolitan,Union City,47,75940
46500,"Urbana, OH",micropolitan,Urbana,39,79072
46520,"Urban Honolulu, HI",metropolitan,Urban Honolulu,15,71550
46540,"Utica-Rome, NY",metropolitan,Rome,36,63418
46540,"Utica-Rome, NY",metropolitan,Utica,36,76540
46620,"Uvalde, TX",micropolitan,Uvalde,48,74588
46660,"Valdosta, GA",metropolitan,Valdosta,13,78800
46700,"Vallejo-Fairfield, CA",metropolitan,Fairfield,6,23182
46700,"Vallejo-Fairfield, CA",metropolitan,Vallejo,6,81666
46740,"Valley, AL",micropolitan,Valley,1,78204
46780,"Van Wert, OH",micropolitan,Van Wert,39,79562
46820,"Vermillion, SD",micropolitan,Vermillion,46,66700
46860,"Vernal, UT",micropolitan,Vernal,49,80090
46900,"Vernon, TX",micropolitan,Vernon,48,75308
46980,"Vicksburg, MS",micropolitan,Vicksburg,28,76720
47020,"Victoria, TX",metropolitan,Victoria,48,75428
47080,"Vidalia, GA",micropolitan,Vidalia,13,79388
47180,"Vincennes, IN",micropolitan,Vincennes,18,79208
47220,"Vineland-Bridgeton, NJ",metropolitan,Bridgeton,34,7600
47220,"Vineland-Bridgeton, NJ",metropolitan,Vineland,34,76070
47240,"Vineyard Haven, MA",micropolitan,Vineyard Haven,25,71970
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metropolitan,Hampton,51,35000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metropolitan,Newport News,51,56000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metropolitan,Norfolk,51,57000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metropolitan,Portsmouth,51,64000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metropolitan,Virginia Beach,51,82000
47300,"Visalia-Porterville, CA",metropolitan,Porterville,6,58240
47300,"Visalia-Porterville, CA",metropolitan,Visalia,6,82954
47340,"Wabash, IN",micropolitan,Wabash,18,79370
47380,"Waco, TX",metropolitan,Waco,48,76000
47420,"Wahpeton, ND-MN",micropolitan,Wahpeton,38,82660
47460,"Walla Walla, WA",metropolitan,Walla Walla,53,75775
47540,"Wapakoneta, OH",micropolitan,Wapakoneta,39,80766
47580,"Warner Robins, GA",metropolitan,Warner Robins,13,80508
47620,"Warren, PA",micropolitan,Warren,42,81000
47660,"Warrensburg, MO",micropolitan,Warrensburg,29,77092
47700,"Warsaw, IN",micropolitan,Warsaw,18,80306
47780,"Washington, IN",micropolitan,Washington,18,80504
47820,"Washington, NC",micropolitan,Washington,37,71220
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Washington,11,50000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Bethesda,24,7125
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Frederick,24,30325
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Gaithersburg,24,31175
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Rockville,24,67675
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Silver Spring,24,72450
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Alexandria,51,1000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Arlington,51,3000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metropolitan,Reston,51,66672
47920,"Washington Court House, OH",micropolitan,Washington Court House,39,81718
47940,"Waterloo-Cedar Falls, IA",metropolitan,Cedar Falls,19,11755
47940,"Waterloo-Cedar Falls, IA",metropolitan,Waterloo,19,82425
47980,"Watertown, SD",micropolitan,Watertown,46,69300
48020,"Watertown-Fort Atkinson, WI",micropolitan,Fort Atkinson,55,26675
48020,"Watertown-Fort Atkinson, WI",micropolitan,Watertown,55,83975
48060,"Watertown-Fort Drum, NY",metropolitan,Fort Drum,36,26759
48060,"Watertown-Fort Drum, NY",metropolitan,Watertown,36,78608
48100,"Wauchula, FL",micropolitan,Wauchula,12,75375
48140,"Wausau, WI",metropolitan,Wausau,55,84475
48180,"Waycross, GA",micropolitan,Waycross,13,80956
48220,"Weatherford, OK",micropolitan,Weatherford,40,79450
48260,"Weirton-Steubenville, WV-OH",metropolitan,Steubenville,39,74608
48260,"Weirton-Steubenville, WV-OH",metropolitan,Weirton,54,85156
48300,"Wenatchee, WA",metropolitan,Wenatchee,53,77105
48460,"West Plains, MO",micropolitan,West Plains,29,78928
48540,"Wheeling, WV-OH",metropolitan,Wheeling,54,86452
48580,"Whitewater-Elkhorn, WI",micropolitan,Elkhorn,55,23300
48580,"Whitewater-Elkhorn, WI",micropolitan,Whitewater,55,86925
48620,"Wichita, KS",metropolitan,Wichita,20,79000
48660,"Wichita Falls, TX",metropolitan,Wichita Falls,48,79000
48700,"Williamsport, PA",metropolitan,Williamsport,42,85312
48780,"Williston, ND",micropolitan,Williston,38,86220
48820,"Willmar, MN",micropolitan,Willmar,27,70420
48900,"Wilmington, NC",metropolitan,Wilmington,37,74440
48940,"Wilmington, OH",micropolitan,Wilmington,39,85792
48980,"Wilson, NC",micropolitan,Wilson,37,74540
49020,"Winchester, VA-WV",metropolitan,Winchester,51,86720
49080,"Winnemucca, NV",micropolitan,Winnemucca,32,84800
49100,"Winona, MN",micropolitan,Winona,27,71032
49180,"Winston-Salem, NC",metropolitan,Winston-Salem,37,75000
49220,"Wisconsin Rapids-Marshfield, WI",micropolitan,Marshfield,55,49675
49220,"Wisconsin Rapids-Marshfield, WI",micropolitan,Wisconsin Rapids,55,88200
49260,"Woodward, OK",micropolitan,Woodward,40,82150
49300,"Wooster, OH",micropolitan,Wooster,39,86548
49340,"Worcester, MA-CT",metropolitan,Worcester,25,82000
49380,"Worthington, MN",micropolitan,Worthington,27,71734
49420,"Yakima, WA",metropolitan,Yakima,53,80010
49460,"Yankton, SD",micropolitan,Yankton,46,73060
49620,"York-Hanover, PA",metropolitan,Hanover,42,32448
49620,"York-Hanover, PA",metropolitan,York,42,87048
49660,"Youngstown-Warren-Boardman, OH-PA",metropolitan,Boardman,39,7454
49660,"Youngstown-Warren-Boardman, OH-PA",metropolitan,Warren,39,80892
49660,"Youngstown-Warren-Boardman, OH-PA",metropolitan,Youngstown,39,88000
49700,"Yuba City, CA",metropolitan,Yuba City,6,86972
49740,"Yuma, AZ",metropolitan,Yuma,4,85540
49780,"Zanesville, OH",micropolitan,Zanesville,39,88084
49820,"Zapata, TX",micropolitan,Zapata,48,80716